page_number,listing_number,title,location,address,description,bedrooms,bathrooms,parking spaces,size,price,listing_link,agency
5,116963893,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","modern, high-end 1 and 2-bedroom units, offering a, luxurious urban living experience.",1,1,1,65 m²,KSh 60 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116963893,Trisums Investments Co. Ltd
5,116963872,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","modern, high-end 1 and 2-bedroom units, offering a, luxurious urban living experience.",1,1,1,65 m²,KSh 60 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116963872,Trisums Investments Co. Ltd
5,116968063,4 Bedroom House,Nyari,"QQCP+69W Red Hill Dr, Nyari, Nairobi",Discover this beautiful 4-bedroom home located in the serene and secure neighborhood of,4,3,2,189 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-nyari-116968063,Trisums Investments Co. Ltd
5,116977948,5 Bedroom House,Karen,"Nandi Rd Karen, Karen, Nairobi","Contemporary 5-Bedroom Villa To Let – Karen
Rent: KES 550,000 per month
Location: Nandi",5,6,,450 m²,KSh 550 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116977948,
5,116963117,5 Bedroom Townhouse,Lavington,"Isaac Gathanju Road Maziwa, Lavington, Nairobi","FIVE BEDROOM ALL ENSUITE PLUS DSQ VILLA IN LAVINGTON

Elegant Five Bedroom All Ensuite",5,6,3,350 m²,KSh 300 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-lavington-116963117,
5,116978066,5 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","Luxurious 5-Bedroom Villa for Rent in Karen – Windy Ridge
Location: Windy Ridge,",5,5,2,450 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116978066,
5,116976087,6 Bedroom House,Karen,"Karen Hardy Langata, Karen, Nairobi","Exquisite 6-Bedroom House for Rent in Karen – Hardy
Rent: KES 500,000 per month
Bedrooms:",6,5,,500 m²,KSh 500 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116976087,
5,116975241,Commercial Property,Karen,"Karen Plains Rd Nairobi, Karen, Nairobi","KES 500,000 (Residential) | KES 600,000 (Commercial) – 7-Bedroom House with Guest Wing in",,,,450 m²,KSh 600 000,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116975241,
5,116975240,7 Bedroom House,Karen,"Karen Plains Rd Nairobi, Karen, Nairobi","KES 500,000 (Residential) | KES 600,000 (Commercial) – 7-Bedroom House with Guest Wing in",7,7,2,450 m²,KSh 500 000,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116975240,
5,116976113,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Elegant 5-Bedroom Villa for Rent in Karen – KES 400,000/month
Location: Off Miotoni Road,",5,5,,450 m²,KSh 400 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976113,
6,116975243,7 Bedroom House,Karen,"Karigacha Karen, Karen, Nairobi","To Let: Magnificent 7-Bedroom All-En-suite Villa in Karen
 Location: Karen | Rent: Ksh",7,7,,450 m²,KSh 250 000,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116975243,
6,116978103,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","5-Bedroom House for Rent in Karen – Miotoni
Rent: KES 380,000 per month
Land Size: 0.50",5,5,,450 m²,KSh 380 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116978103,
6,116972284,2 Bedroom Apartment / Flat,Peponi,"Peponi Rd Nairobi, Peponi, Nairobi","Located in the heart of Westlands, close to the UN Offices, major malls, and top",2,3,1,99 m²,KSh 200 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-peponi-116972284,Trisums Investments Co. Ltd
6,116972272,2 Bedroom Apartment / Flat,Peponi,"Peponi Rd Nairobi, Peponi, Nairobi","Located in the heart of Westlands, close to the UN Offices, major malls, and top",2,3,1,99 m²,KSh 200 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-peponi-116972272,Trisums Investments Co. Ltd
6,116986617,3 Bedroom Apartment / Flat,Karen,"Karen Karen, Karen, Nairobi","Three Bedroom Apartment for Rent in Karen
Rent: Ksh 90,000 per month
Located within close",3,2,,200 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116986617,
6,116958598,2 Bedroom Apartment / Flat,Westlands,"Lantana Rd Nairobi, Westlands, Nairobi",Experience comfort and convenience in this beautifully designed 2-bedroom apartment (all,2,3,1,88 m²,KSh 100 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116958598,Trisums Investments Co. Ltd
6,101742933,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM TWO ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD

Modern 3-Bedroom",3,3,2,170 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-101742933,
6,116958586,2 Bedroom Apartment / Flat,Westlands,"Lantana Rd Nairobi, Westlands, Nairobi",Experience comfort and convenience in this beautifully designed 2-bedroom apartment (all,2,3,1,88 m²,KSh 100 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116958586,Trisums Investments Co. Ltd
6,116958571,2 Bedroom Apartment / Flat,Westlands,"Lantana Rd Nairobi, Westlands, Nairobi",Experience comfort and convenience in this beautifully designed 2-bedroom apartment (all,2,2,1,88 m²,KSh 100 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116958571,Trisums Investments Co. Ltd
6,116958367,4 Bedroom House,Karen,"Link Rd Karen, Karen, Nairobi","Elegant 4-Bedroom Villa To Let in Karen
Rent: KES 250,000 per month
This charming",4,4,2,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958367,
6,116989647,3 Bedroom House,Karen,"Pepo Ln Karen, Karen, Nairobi","3-Bedroom All-En-Suite Bungalow to Let in Karen – KES 140,000
Located in the tranquil and",3,2,,200 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116989647,
6,116963735,Commercial Property,Karen,"Jacob Chege Dr Nairobi, Karen, Nairobi","3-Bedroom Bungalow + DSQ To Let in Karen
Residential Rent: Kshs. 165,000/-
Silent Office",,,,180 m²,KSh 250 000,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116963735,
6,116963723,3 Bedroom House,Karen,"Jacob Chege Dr Nairobi, Karen, Nairobi","3-Bedroom Bungalow + DSQ To Let in Karen
Residential Rent: Kshs. 165,000/-
Silent Office",3,2,,180 m²,KSh 165 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963723,
6,116963696,3 Bedroom House,Karen,"Kasuku Cl Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow for Rent in Karen
Rent: KES 180,000 per month
Located within",3,2,,180 m²,KSh 180 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963696,
6,116953986,2 Bedroom Apartment / Flat,Kilimani,"Lenana Rd Kilimani, Kilimani, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT FOR RENT IN KILIMANI

FOR RENT:Two-Bedroom Apartment",2,2,1,90 m²,KSh 72 500,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116953986,
6,116963785,3 Bedroom Apartment / Flat,Karen,"Marist Ln Nairobi, Karen, Nairobi","Modern 3-Bedroom Apartment To Let – Karen
Rent: KES 80,000 per month
Discover comfort and",3,2,,180 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116963785,
6,116963794,3 Bedroom Apartment / Flat,Karen,"Ngong Rd Karen, Karen, Nairobi","3-Bedroom Apartment for Rent in Karen
Rent: KES 50,000 per Month
Nestled in the serene",3,2,,180 m²,KSh 50 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116963794,
6,116976080,6 Bedroom House,Karen,"JPWM+28V Nairobi, Karen, Nairobi","Luxurious 6-Bedroom Villa for Rent in Karen – Bogani Road
?? Location: Bogani Road,",6,6,,450 m²,KSh 420 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116976080,
6,116991858,2 Bedroom Apartment / Flat,Kileleshwa,"Oloitoktok Rd Nairobi, Kileleshwa, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT FOR RENT IN KILELESHWA

A Spacious Two-Bedroom",2,2,1,110 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116991858,
6,116971825,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM TWO ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD

Modern 3-Bedroom",3,3,2,170 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116971825,
6,116971798,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM TWO ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD

Modern 3-Bedroom",3,3,2,170 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116971798,
7,116963599,3 Bedroom House,Karen,"Mukinduri Rd Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow To Let in Karen
Rent: KES 150,000 per month
This",3,3,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963599,
7,116956501,3 Bedroom Apartment / Flat,Westlands,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi","THREE BEDROOM NOT ENSUITE APARTMENT FOR RENT IN WESTLANDS

Letting A Three Bedroom ( NOT",3,2,2,150 m²,KSh 70 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116956501,
7,116976157,5 Bedroom House,Karen,"Academy Road Nairobi, Karen, Nairobi","5-Bedroom Standalone Villa to Let in Karen – KES 350,000 per Month
Set in the prestigious",5,5,2,450 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976157,
7,116963746,3 Bedroom House,Karen,"Mukoma Rd Nairobi, Karen, Nairobi","Fully Furnished 3-Bedroom Bungalow for Rent – Karen Hardy, Mukoma Road
Located in the",3,3,,180 m²,KSh 325 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963746,
7,116953946,2 Bedroom Apartment / Flat,Kilimani,"Lenana Rd Kilimani, Kilimani, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT FOR RENT IN KILIMANI

FOR RENT:Two-Bedroom Apartment",2,2,1,90 m²,KSh 72 500,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116953946,
7,116976076,Commercial Property,Karen,"Rhino Park Rd Karen, Karen, Nairobi","Elegant 6-Bedroom Standalone House for Rent – Rhino Park Road, Karen
Location: Rhino Park",,,,450 m²,KSh 400 000,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116976076,
7,116976073,6 Bedroom House,Karen,"Rhino Park Rd Karen, Karen, Nairobi","Elegant 6-Bedroom Standalone House for Rent – Rhino Park Road, Karen
Location: Rhino Park",6,6,,450 m²,KSh 350 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116976073,
7,116990446,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Charming 3-Bedroom Bungalow To Let in Karen
Rent: KES 150,000 per month
This",3,3,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990446,
7,116968252,5 Bedroom Townhouse,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi","Elegant 5 bedrooms Townhouse in Spring Valley within a gated community of 16 units, 2",5,5,3,300 m²,KSh 250 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-spring-valley-116968252,
7,116951197,5 Bedroom House,Karen,"Nzohe Road Nairobi, Karen, Nairobi","Modern 5-Bedroom Villa To Let in Karen
Rent: KES 450,000 per month
Discover this elegant",5,5,,450 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116951197,
7,116976126,5 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","Stunning 5-Bedroom Townhouse To Let in Karen
Rent: KES 360,000 (Inclusive of Service",5,5,,450 m²,KSh 360 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116976126,
7,116991877,3 Bedroom Apartment / Flat,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi","THREE BEDROOM MASTER ENSUITE APARTMENT FOR RENT IN KILELESHWA

A Modern, Three-Bedroom",3,2,2,139 m²,KSh 85 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kileleshwa-116991877,
7,116958449,4 Bedroom House,Karen,"Ndege Rd Nairobi, Karen, Nairobi","Elegant 4-Bedroom Villa for Rent in Karen – Gated Community
Rent: Kshs. 550,000 per",4,4,2,300 m²,KSh 550 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958449,
7,116963759,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","3-Bedroom House To Let in Karen – Rent KES 150,000
•	Property Overview
o	Elegant and",3,3,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963759,
7,116958524,4 Bedroom House,Karen,"Kerarapon Drive Karen, Karen, Nairobi","4-Bedroom All En-Suite Home with Study for Rent – Kerarapon 14th Drive, Karen
Rent: KES",4,4.5,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958524,
7,101758551,3 Bedroom House,Karen,"Hardy Nairobi, Karen, Nairobi","Modern 3-Bedroom House To Let in Hardy, Karen
Rent: KES 260,000 per month

This stylish",3,3,,180 m²,KSh 260 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-101758551,
7,116993095,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi",Discover your new home in the vibrant neighborhood of Westlands! This unfurnished 2-bedroom,2,2,2,120 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116993095,Hervic Agencies
7,116949801,3 Bedroom House,Karen,"Hardy Nairobi, Karen, Nairobi","Modern 3-Bedroom House To Let in Hardy, Karen
Rent: KES 260,000 per month

This stylish",3,3,,180 m²,KSh 260 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116949801,
7,116981589,2 Bedroom Apartment / Flat,Kilimani,"Chania Ave Kilimani, Kilimani, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT FOR RENT IN KILIMANI– NAIROBI

LETTING a Two Bedroom",2,3,1,120 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116981589,
7,116949777,4 Bedroom House,Karen,"Banda Ln Nairobi, Karen, Nairobi","Charming 4-Bedroom House To Let in Mukoma, Karen (Banda Lane)
Rent: KES 260,000 per",4,4,,300 m²,KSh 260 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116949777,
7,116949995,5 Bedroom Townhouse,Westlands,"Nairobi Nairobi County, Westlands, Nairobi",This exquisite villa is situated in the prime Westlands area along Raphta Road and offers a,5,4,4,350 m²,KSh 200 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116949995,Trisums Investments Co. Ltd
8,116949820,2 Bedroom House,Karen,"MMGP+586 Kerarapon Road, Karen, Nairobi","Charming 2-Bedroom House for Rent in Mwitu, Karen – KES 220,000
Nestled in the serene and",2,2,,99 m²,KSh 220 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116949820,
8,116954166,3 Bedroom Apartment / Flat,Kilimani,"Dennis Pritt Road Kilimani, Kilimani, Nairobi","LETTING A THREE BEDROOM PLUS SERVANT QUARTER APARTMENT IN KILIMANI

Letting a three",3,4,2,180 m²,KSh 125 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116954166,
8,116954147,3 Bedroom Apartment / Flat,Kilimani,"Dennis Pritt Road Kilimani, Kilimani, Nairobi","LETTING A THREE BEDROOM PLUS SERVANT QUARTER APARTMENT IN KILIMANI

Letting a three",3,4,2,180 m²,KSh 125 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116954147,
8,116958470,4 Bedroom House,Karen,"Langata N Rd Nairobi, Karen, Nairobi","Spacious 4-Bedroom Villa To Let in Karen
Rent: KES 250,000 per month
This elegant",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958470,
8,116964213,3 Bedroom Apartment / Flat,Westlands,"Brookside Dr Spring Valley, Westlands, Nairobi","All En suite 
Spacious lounge with dinning area and balcony. 
Fitted open kitchen.",3,4,2,125 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116964213,Trisums Investments Co. Ltd
8,116990672,3 Bedroom Apartment / Flat,Karen,"MP5H+F84 Marist Ln, Karen, Nairobi","Three-Bedroom Apartment for Rent – Karen (Hillcrest Area) | KES 100,000
Discover stylish",3,2,,180 m²,KSh 100 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116990672,
8,116962524,3 Bedroom Apartment / Flat,Westlands,"General Mathenge Drive Spring Valley, Westlands, Nairobi","3 Bedroom Apartment for rent in Westlands

We presents this apartment which provides",3,3,2,150 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116962524,
8,116976091,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Elegant 5-Bedroom All-En-Suite Villa for Rent in Miotoni, Karen
Rent: KES 380,000 per",5,5,,450 m²,KSh 380 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976091,
8,116950053,Commercial Property,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","To Let – 4 Bedroom Maisonette office space  (WESTLANDS)

* Spacious 3-bedroom",,,,400 m²,KSh 200 000,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116950053,Trisums Investments Co. Ltd
8,116958405,4 Bedroom Townhouse,Karen,"Kuwinda Rd Nairobi, Karen, Nairobi","Spacious 4-Bedroom Townhouse To Let in Karen
Rent: KES 350,000 per month
This",4,4,,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116958405,
8,116993463,5 Bedroom Townhouse,Kiambu Road,"Ridgeways Roysambu, Kiambu Road, Nairobi","To let.
Paradise in the big city.
Ridgeways|Nairobi - Historical 5 bedrooms (450M²),all",5,5,,2321 m²,KSh 613 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kiambu-road-116993463,
8,116990475,3 Bedroom House,Karen,"Mokoyeti Rd W Nairobi, Karen, Nairobi","Newly Built 3-Bedroom All En-Suite Home with Study – Karen
Rent: KES 280,000 per",3,3,,180 m²,KSh 280 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990475,
8,116958476,4 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","4-Bedroom House To Let in Karen – Rent KES 200,000
•	Property Overview
o	Elegant and",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958476,
8,116987200,1 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","This apartment has the following features;
(I)	It has 1 bedroom, 1 bathroom.
(II)	The",1,1,1,120 m²,KSh 100 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116987200,Talma Homes
8,116987183,1 Bedroom Apartment / Flat,Westlands,"309 Brookside Grove, Westlands, Nairobi","This is a 1 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",1,1,1,120 m²,KSh 100 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116987183,Talma Homes
8,116987182,1 Bedroom Apartment / Flat,Westlands,"Brookside Cl Spring Valley, Westlands, Nairobi","This is a 1 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",1,1,1,120 m²,KSh 100 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116987182,Talma Homes
8,116987181,1 Bedroom Apartment / Flat,Westlands,"PQRR+QX5 Brookside Cl, Westlands, Nairobi","This is a 1 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",1,1,1,120 m²,KSh 100 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116987181,Talma Homes
8,116942153,1 Bedroom House,Karen,"Karen Brooks Rd Nairobi, Karen, Nairobi","Fully Furnished & Serviced 1-Bedroom Cottage – To Let
Rent: KES 120,000 (Inclusive)
Land",1,1,,75 m²,KSh 120 000,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116942153,
8,116946591,3 Bedroom Apartment / Flat,Westlands,"Raphta Rd Nairobi, Westlands, Nairobi",Spacious Newly Build 3 Bedroom all ensuite with a Dsq Apartment Available from 1st February,3,4,2,197 m²,KSh 250 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116946591,Trisums Investments Co. Ltd
8,101732636,3 Bedroom Apartment / Flat,Westlands,"Brookside Dr Spring Valley, Westlands, Nairobi","All En suite 
Spacious lounge with dinning area and balcony. 
Fitted open kitchen.",3,4,2,125 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-101732636,Trisums Investments Co. Ltd
8,116946577,3 Bedroom Apartment / Flat,Westlands,"General Mathenge Drive Spring Valley, Westlands, Nairobi",Spacious Newly Build 3 Bedroom all ensuite with a Dsq Apartment Available from 1st February,3,4,2,196 m²,KSh 250 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116946577,Trisums Investments Co. Ltd
9,116946532,4 Bedroom Apartment / Flat,Westlands,"Raphta Rd Nairobi, Westlands, Nairobi","Located in the heart of Westlands, and within close proximity to major shopping malls and",4,4,2,215 m²,KSh 265 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116946532,Trisums Investments Co. Ltd
9,101733070,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR RENT IN KILIMANI

AVAILABLE FOR RENT: A",4,5,2,270 m²,KSh 170 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-101733070,
9,116946478,3 Bedroom Apartment / Flat,Westlands,"General Mathenge Drive Spring Valley, Westlands, Nairobi","* Very modern and tastefully finished apartment
* 3 spacious bedrooms, all en-suite
*",3,3,2,195 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116946478,Trisums Investments Co. Ltd
9,116946462,3 Bedroom Apartment / Flat,Westlands,"General Mathenge Drive Spring Valley, Westlands, Nairobi","* Very modern and tastefully finished apartment
* 3 spacious bedrooms, all en-suite
*",3,4,2,195 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116946462,Trisums Investments Co. Ltd
9,116977908,5 Bedroom House,Karen,"JMWW+F2X Forest Line Road, Karen, Nairobi","Luxurious 5-Bedroom Contemporary Villa for Rent in Karen
Land Size: 1,234 m²
Rent: Kes",5,5,,450 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116977908,
9,116977905,5 Bedroom House,Karen,"JMWW+F2X Forest Line Road, Karen, Nairobi","Luxurious 5-Bedroom Contemporary Villa for Rent in Karen
Land Size: 1,234 m²
Rent: Kes",5,5,,450 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116977905,
9,116976322,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR RENT IN KILIMANI

AVAILABLE FOR RENT: A",4,5,2,270 m²,KSh 170 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116976322,
9,116963584,3 Bedroom House,Karen,"Ndovu Rd Nairobi, Karen, Nairobi","Modern 3-Bedroom All-En-Suite Cottage with DSQ to Let in Karen
Guide Rent: KES 200,000 per",3,3,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963584,
9,116942174,1 Bedroom House,Karen,"Marula Ln Nairobi, Karen, Nairobi","1-Bedroom Fully Furnished Cottage for Rent – Karen
Rent: KES 80,000 per month
This",1,1,,75 m²,KSh 80 000,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116942174,
9,116986770,5 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","?? Karen

? 5 Bedroom Villa + DSQ To Let ?

Located in the heart of Karen, this elegant",5,5,,2321 m²,KSh 400 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116986770,
9,116985363,5 Bedroom Townhouse,Karen,"Kitisuru Nairobi, Karen, Nairobi","To let
Kitisuru| Nairobi 
 Gated Community.
5-Bedroom All-Ensuite Home To Let
 Rent: $",5,5,,2321 m²,KSh 415 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116985363,
9,116985042,4 Bedroom Townhouse,Karen,"Miotoni Rd Karen, Karen, Nairobi","? 4-BEDROOM + DSQ TOWNHOUSE TO LET | KAREN MIOTONI #Unfurnished

A refined family home in",4,4,,2321 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116985042,
9,116986653,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Spacious 5 Bedroom Townhouse for Rent in Karen
Rent: Ksh 300,000 per month
Located in the",5,5,2,450 m²,KSh 300 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116986653,
9,111685170,4 Bedroom Townhouse,Syokimau,"Mwananchi Road Syokimau, Syokimau, Nairobi",This modern 4 Bedroom Townhouse for Rent in Syokimau with Dsq is set in a decent gated,4,4,,200 m²,KSh 120 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-syokimau-111685170,
9,116983221,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","??Westlands ????
Looking for a modern, spacious apartment in a prime location?
These",1,1,1,110 m²,KSh 90 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116983221,
9,116963565,3 Bedroom House,Karen,"Ndovu Rd Nairobi, Karen, Nairobi","3-Bedroom Bungalow to Let in Karen – KES 140,000 per Month
Located in the serene and",3,2,,180 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963565,
9,116987327,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi","2 Bedroom Spacious Apartment to Let – Riverside, Westlands
(Within UN Approved Blue",2,2,2,70 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-riverside-116987327,Core Realtors
9,116951183,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Charming 5-Bedroom Family Home for Rent in Karen – Ksh 480,000/Month
Location: Karen,",5,5,,450 m²,KSh 480 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116951183,
